country_group,score_overall,score_cleanliness,score_comfort,score_facilities,score_location,user_country,score_staff,score_value_for_money,user_gender,age_group,traveller_type,cleanliness_base,comfort_base,facilities_base,location_base,staff_base,value_for_money_base
Oceania,9.2,9.1,8.8,8.8,9.6,South Africa,9.6,9.1,Female,45-54,Solo,8.9,9.0,8.5,9.8,8.9,8.4
Eastern_Europe,9.0,9.3,9.0,9.3,8.7,Russia,8.7,8.6,Male,35-44,Family,9.1,9.3,9.0,9.0,9.1,8.6
Africa,8.9,9.4,9.2,8.1,9.8,Italy,8.8,7.8,Male,35-44,Couple,9.0,9.2,8.8,9.5,9.2,8.4
East_Asia,9.2,9.8,9.7,8.4,9.4,United Kingdom,9.1,8.3,Male,45-54,Couple,9.1,9.0,9.2,9.6,9.0,8.9
Middle_East,8.9,8.9,9.0,8.8,8.7,Canada,9.1,9.0,Male,18-24,Solo,9.3,9.5,9.6,8.9,9.4,8.5
South_America,8.9,9.0,9.2,7.6,9.8,United States,8.6,8.9,Female,25-34,Couple,9.0,8.7,8.6,9.5,8.8,8.6
Oceania,9.0,9.1,9.0,8.2,9.9,France,8.8,8.6,Male,18-24,Couple,8.9,9.0,8.5,9.8,8.9,8.4
Western_Europe,9.2,9.2,8.9,8.3,9.3,United Kingdom,9.6,9.5,Female,55+,Solo,9.2,9.1,8.9,9.8,9.0,8.7
East_Asia,8.9,8.9,8.4,9.3,9.2,China,9.4,7.9,Female,55+,Business,9.6,9.0,9.3,8.5,9.5,8.2
Africa,8.7,8.8,9.5,7.7,9.1,Canada,8.4,8.0,Female,25-34,Couple,8.8,8.7,8.6,9.1,8.7,8.4
Western_Europe,9.0,8.8,9.1,9.0,9.5,Japan,9.4,8.0,Female,45-54,Business,9.2,9.1,8.9,9.8,9.0,8.7
Western_Europe,9.1,9.9,9.7,8.5,9.0,France,8.4,8.6,Female,55+,Couple,9.4,9.1,9.0,9.6,9.2,8.9
Africa,8.8,8.2,8.3,8.6,9.4,Spain,8.9,9.0,Female,55+,Solo,8.8,8.7,8.6,9.1,8.7,8.4
Western_Europe,9.1,9.1,8.8,8.7,9.7,Germany,9.5,8.8,Female,25-34,Solo,9.0,9.2,8.8,9.4,9.0,7.9
South_America,8.9,8.6,8.3,9.1,9.7,Germany,8.8,8.2,Female,45-54,Business,9.0,8.7,8.6,9.5,8.8,8.6
Southeast_Asia,8.9,8.4,8.5,9.6,10.0,France,9.0,7.2,Male,35-44,Business,9.2,9.1,9.4,9.7,9.1,8.3
East_Asia,9.2,9.2,9.1,9.3,9.3,United States,9.1,9.0,Female,25-34,Family,9.1,9.0,9.2,9.6,9.0,8.9
East_Asia,9.1,9.5,10.0,8.6,8.9,United States,9.2,8.0,Female,35-44,Couple,9.3,9.4,9.1,8.9,9.3,8.5
North_America,9.0,8.3,8.8,9.4,9.3,United Kingdom,9.6,7.8,Female,25-34,Business,9.4,9.3,9.2,8.8,9.2,8.8
South_America,8.5,8.3,8.1,8.3,9.2,France,8.9,8.1,Male,35-44,Business,8.9,8.8,8.7,9.0,8.8,8.7
South_Asia,8.6,8.1,8.2,9.1,9.2,United Arab Emirates,8.4,7.9,Female,25-34,Business,8.9,8.8,8.7,9.2,8.8,8.6
South_America,9.1,9.2,8.3,8.7,9.8,China,9.2,9.4,Female,45-54,Solo,9.0,8.7,8.6,9.5,8.8,8.6
Southeast_Asia,9.2,9.7,9.8,8.1,8.9,United States,9.3,8.7,Female,35-44,Couple,9.0,9.2,9.1,9.4,9.1,8.6
Western_Europe,8.7,8.8,8.6,8.2,9.6,New Zealand,8.9,8.2,Female,55+,Solo,9.0,9.2,8.8,9.4,9.0,7.9
East_Asia,8.9,9.0,9.3,8.8,8.8,South Korea,9.2,8.0,Female,35-44,Business,9.3,9.4,9.1,8.9,9.3,8.5
East_Asia,9.1,9.6,9.4,9.0,9.0,Germany,8.9,8.3,Female,35-44,Couple,9.1,9.0,9.2,9.6,9.0,8.9
Oceania,8.9,9.4,9.4,7.8,9.2,Turkey,8.7,8.5,Male,25-34,Couple,8.9,9.0,8.5,9.8,8.9,8.4
Western_Europe,9.0,8.5,9.2,8.6,9.5,United Kingdom,9.2,8.8,Male,45-54,Solo,9.3,9.2,9.0,9.1,9.1,8.7
Western_Europe,8.9,8.8,8.3,8.9,9.7,Brazil,9.6,7.6,Male,25-34,Business,9.4,9.1,9.0,9.6,9.2,8.9
North_America_Mexico,8.6,8.8,9.0,7.9,8.7,United Arab Emirates,8.0,8.7,Male,35-44,Couple,8.7,8.9,8.5,9.0,8.7,8.5
Western_Europe,9.3,10.0,9.7,8.4,9.7,Japan,8.8,8.6,Male,18-24,Couple,9.4,9.1,9.0,9.6,9.2,8.9
Africa,8.9,9.3,9.0,8.6,9.0,United Kingdom,8.7,8.6,Male,55+,Couple,9.0,9.2,8.8,9.5,9.2,8.4
Middle_East,9.1,9.7,9.1,8.6,9.3,United States,9.1,8.4,Female,45-54,Couple,9.1,9.0,8.8,9.3,8.9,8.5
Middle_East,9.0,9.9,9.3,8.5,8.7,Canada,9.1,8.0,Male,35-44,Couple,9.3,9.5,9.6,8.9,9.4,8.5
Western_Europe,9.0,8.6,8.3,8.2,9.3,South Africa,9.7,9.3,Male,35-44,Solo,9.2,9.1,8.9,9.7,9.0,8.8
Western_Europe,9.1,8.6,9.0,9.3,10.0,Mexico,9.1,7.8,Female,25-34,Business,9.2,9.1,8.9,9.8,9.0,8.7
Oceania,8.7,8.4,8.7,9.0,8.9,South Africa,9.1,7.7,Female,55+,Business,9.3,9.2,9.1,9.0,9.1,8.8
Western_Europe,9.0,8.6,8.8,8.7,9.0,United Kingdom,9.7,8.8,Male,25-34,Solo,9.2,9.1,8.9,9.7,9.0,8.8
Eastern_Europe,9.0,8.5,9.3,9.2,9.2,Australia,9.2,8.3,Male,18-24,Business,9.1,9.3,9.0,9.0,9.1,8.6
Oceania,8.9,8.2,8.3,8.7,9.9,China,9.0,9.1,Other,55+,Solo,8.9,9.0,8.5,9.8,8.9,8.4
Africa,8.8,8.9,8.7,8.9,8.9,United States,8.7,8.8,Female,45-54,Solo,8.8,8.7,8.6,9.1,8.7,8.4
South_America,8.8,9.0,9.0,7.7,9.4,United States,8.8,8.7,Female,25-34,Couple,8.9,8.8,8.7,9.0,8.8,8.7
North_America_Mexico,8.9,9.3,8.8,8.5,9.0,Canada,8.9,8.7,Male,25-34,Couple,8.7,8.9,8.5,9.0,8.7,8.5
North_America_Mexico,8.7,8.1,8.3,8.8,8.5,United Arab Emirates,9.5,8.8,Male,18-24,Solo,8.7,8.9,8.5,9.0,8.7,8.5
East_Asia,9.2,9.3,8.9,9.4,9.3,Brazil,9.8,7.9,Male,25-34,Business,9.6,9.0,9.3,8.5,9.5,8.2
South_America,8.9,9.1,8.8,8.2,8.6,Netherlands,9.1,9.2,Other,35-44,Solo,8.9,8.8,8.7,9.0,8.8,8.7
East_Asia,9.0,10.0,8.9,9.1,8.6,United Kingdom,8.9,8.1,Male,35-44,Couple,9.6,9.0,9.3,8.5,9.5,8.2
Eastern_Europe,9.0,9.0,8.7,9.8,9.1,China,9.2,8.3,Female,45-54,Family,9.1,9.3,9.0,9.0,9.1,8.6
South_America,8.8,9.1,9.5,7.9,9.0,Argentina,8.6,8.5,Male,35-44,Couple,8.9,8.8,8.7,9.0,8.8,8.7
East_Asia,8.9,9.4,8.9,9.4,8.4,Russia,9.4,8.2,Male,25-34,Solo,9.6,9.0,9.3,8.5,9.5,8.2
East_Asia,9.0,9.9,9.5,9.0,8.3,United Kingdom,9.0,7.8,Female,45-54,Couple,9.6,9.0,9.3,8.5,9.5,8.2
Western_Europe,8.9,9.1,8.8,9.2,9.4,United States,8.9,8.3,Male,35-44,Family,9.2,9.1,8.9,9.8,9.0,8.7
North_America,8.9,8.7,9.1,8.5,8.9,Australia,9.3,8.7,Female,55+,Solo,9.4,9.3,9.2,8.8,9.2,8.8
East_Asia,9.0,10.0,9.4,8.2,8.9,Canada,9.2,7.7,Male,25-34,Couple,9.6,9.0,9.3,8.5,9.5,8.2
Africa,8.9,9.6,9.0,8.3,9.1,India,8.6,8.7,Male,25-34,Couple,8.7,8.6,8.5,8.9,8.6,8.4
Western_Europe,8.9,8.5,9.3,8.6,9.5,Argentina,9.1,8.2,Female,25-34,Business,9.4,9.1,9.0,9.6,9.2,8.9
Middle_East,9.2,9.7,8.9,9.4,8.9,France,9.4,8.8,Female,35-44,Family,9.1,9.0,8.8,9.3,8.9,8.5
Africa,8.9,9.0,8.6,9.4,9.0,United Arab Emirates,8.9,8.6,Female,45-54,Family,8.7,8.6,8.5,8.9,8.6,8.4
Oceania,8.8,8.6,9.2,9.2,9.0,Germany,8.6,7.6,Male,35-44,Business,9.3,9.2,9.1,9.0,9.1,8.8
East_Asia,8.8,8.5,9.2,9.3,8.8,United States,8.9,8.1,Male,25-34,Business,9.3,9.4,9.1,8.9,9.3,8.5
Africa,9.0,9.1,9.9,8.0,9.0,United States,9.3,8.2,Female,25-34,Couple,9.0,9.2,8.8,9.5,9.2,8.4
East_Asia,9.1,8.9,8.9,9.2,9.4,Japan,8.8,9.4,Male,55+,Solo,9.1,9.0,9.2,9.6,9.0,8.9
Southeast_Asia,9.0,8.4,8.5,9.3,9.8,Germany,9.5,8.5,Female,45-54,Solo,9.2,9.1,9.4,9.7,9.1,8.3
Western_Europe,8.9,8.8,9.4,8.4,9.3,Canada,9.1,8.3,Female,25-34,Solo,8.8,9.4,8.7,9.6,9.3,8.1
Southeast_Asia,9.0,9.0,9.2,8.9,9.9,Thailand,8.6,8.5,Other,25-34,Couple,9.2,9.1,9.4,9.7,9.1,8.3
North_America,8.5,8.7,8.1,8.6,9.5,United Arab Emirates,8.4,7.1,Male,55+,Business,9.1,8.8,8.9,9.5,8.6,8.0
Western_Europe,9.2,9.5,9.9,8.2,9.7,United Kingdom,9.3,8.3,Female,25-34,Couple,8.8,9.4,8.7,9.6,9.3,8.1
East_Asia,9.0,8.9,9.3,9.2,9.3,Nigeria,9.2,7.5,Female,35-44,Business,9.3,9.4,9.1,8.9,9.3,8.5
Africa,8.7,9.2,8.5,8.7,8.5,United States,9.1,8.4,Female,45-54,Family,8.7,8.6,8.5,8.9,8.6,8.4
Western_Europe,9.1,9.5,9.8,8.2,9.3,France,8.8,8.4,Male,35-44,Couple,8.8,9.4,8.7,9.6,9.3,8.1
Western_Europe,9.0,9.7,9.1,8.5,9.7,Canada,8.9,7.8,Other,45-54,Couple,9.0,9.2,8.8,9.4,9.0,7.9
Western_Europe,9.0,8.5,8.7,8.8,9.1,Australia,9.7,9.1,Male,25-34,Solo,9.2,9.1,8.9,9.7,9.0,8.8
Africa,9.0,9.1,9.0,8.7,9.0,United Kingdom,9.3,8.9,Male,45-54,Family,9.0,9.2,8.8,9.5,9.2,8.4
South_Asia,8.8,8.8,9.0,8.9,8.7,United Kingdom,8.7,8.6,Female,35-44,Family,8.9,8.8,8.7,9.2,8.8,8.6
Middle_East,8.9,8.6,8.3,8.4,9.7,United Kingdom,9.1,9.3,Male,25-34,Solo,9.1,9.0,8.8,9.3,8.9,8.5
East_Asia,8.7,8.2,8.6,9.3,8.9,Canada,9.4,7.3,Other,25-34,Business,9.3,9.4,9.1,8.9,9.3,8.5
North_America_Mexico,9.0,9.1,9.2,8.9,9.1,United States,9.1,8.5,Male,45-54,Family,8.7,8.9,8.5,9.0,8.7,8.5
East_Asia,9.1,9.7,8.7,9.4,8.2,United States,9.8,8.9,Female,25-34,Family,9.6,9.0,9.3,8.5,9.5,8.2
East_Asia,8.9,9.6,9.0,9.1,8.1,Brazil,9.1,8.5,Other,55+,Family,9.3,9.4,9.1,8.9,9.3,8.5
North_America,8.9,9.3,9.1,8.6,9.2,India,8.5,8.4,Male,25-34,Couple,9.4,9.3,9.2,8.8,9.2,8.8
Western_Europe,8.6,8.8,8.9,8.1,8.9,United Kingdom,8.6,8.1,Male,45-54,Couple,9.0,9.2,8.8,9.4,9.0,7.9
Western_Europe,9.1,9.7,8.6,9.4,9.0,United Arab Emirates,8.8,8.9,Female,25-34,Family,9.4,9.1,9.0,9.6,9.2,8.9
North_America,9.1,9.3,8.8,8.5,9.2,South Korea,9.6,8.9,Female,25-34,Solo,9.4,9.3,9.2,8.8,9.2,8.8
Southeast_Asia,9.0,9.1,8.7,9.9,8.9,China,9.0,8.1,Male,35-44,Family,9.2,9.1,9.4,9.7,9.1,8.3
Western_Europe,8.9,9.4,9.6,7.9,9.1,Argentina,9.0,8.2,Male,35-44,Couple,8.8,9.4,8.7,9.6,9.3,8.1
East_Asia,9.1,9.2,9.6,9.3,8.9,Turkey,8.9,8.4,Other,25-34,Family,9.3,9.4,9.1,8.9,9.3,8.5
South_Asia,8.7,8.5,9.0,8.3,8.7,Argentina,8.7,8.8,Male,18-24,Solo,8.9,8.8,8.7,9.2,8.8,8.6
Middle_East,9.0,8.3,8.4,8.6,9.6,United Kingdom,9.5,9.4,Male,18-24,Solo,9.1,9.0,8.8,9.3,8.9,8.5
Middle_East,9.2,9.8,10.0,8.7,9.3,France,9.1,8.0,Female,55+,Couple,9.3,9.5,9.6,8.9,9.4,8.5
East_Asia,8.8,9.6,8.8,8.5,8.6,Netherlands,9.0,7.8,Male,18-24,Couple,9.6,9.0,9.3,8.5,9.5,8.2
East_Asia,8.8,8.8,8.6,8.4,9.1,Mexico,9.1,8.9,Male,35-44,Solo,9.3,9.4,9.1,8.9,9.3,8.5
Africa,8.7,8.9,8.2,8.7,8.5,Brazil,9.1,8.6,Female,45-54,Solo,8.7,8.6,8.5,8.9,8.6,8.4
Southeast_Asia,9.2,9.5,9.7,8.5,9.5,United States,9.1,8.8,Female,35-44,Couple,9.0,9.2,9.1,9.4,9.1,8.6
Africa,9.2,8.5,9.3,8.7,9.2,Japan,9.8,9.3,Female,35-44,Solo,9.0,9.2,8.8,9.5,9.2,8.4
South_America,8.9,8.7,8.5,8.2,9.0,South Korea,9.2,9.4,Other,18-24,Solo,9.0,8.7,8.6,9.5,8.8,8.6
Western_Europe,8.9,9.2,9.4,8.9,8.9,Germany,8.8,8.4,Male,25-34,Family,9.0,9.2,8.8,9.4,9.0,7.9
Western_Europe,8.8,9.0,8.6,8.2,9.6,Egypt,9.2,8.4,Male,18-24,Solo,8.8,9.4,8.7,9.6,9.3,8.1
North_America,8.8,8.3,8.7,8.8,9.4,Japan,9.0,8.2,Male,18-24,Business,9.4,9.3,9.2,8.8,9.2,8.8
Eastern_Europe,9.0,8.4,9.2,9.0,9.3,United Kingdom,9.0,8.9,Male,35-44,Solo,9.1,9.3,9.0,9.0,9.1,8.6
North_America,8.9,9.7,9.4,8.7,9.3,Brazil,8.6,7.6,Male,25-34,Couple,9.1,8.8,8.9,9.5,8.6,8.0
Western_Europe,9.1,9.1,8.5,9.1,9.0,Singapore,9.4,9.5,Male,25-34,Solo,9.3,9.2,9.0,9.1,9.1,8.7
Oceania,9.0,9.1,9.2,9.4,9.6,Australia,8.6,7.6,Female,25-34,Business,9.3,9.2,9.1,9.0,9.1,8.8
Middle_East,8.9,9.1,9.2,8.6,8.5,United States,9.1,8.5,Other,35-44,Couple,9.3,9.5,9.6,8.9,9.4,8.5
Africa,8.9,8.4,8.8,8.6,9.4,South Korea,9.1,9.1,Other,18-24,Solo,8.7,8.6,8.5,8.9,8.6,8.4
Western_Europe,9.2,9.5,9.3,8.9,8.9,United Kingdom,9.2,9.4,Male,35-44,Family,9.4,9.1,9.0,9.6,9.2,8.9
Africa,8.7,8.6,8.4,8.4,8.6,United Kingdom,9.2,9.0,Male,25-34,Solo,8.8,8.7,8.6,9.1,8.7,8.4
North_America,9.1,9.8,9.7,8.6,8.7,Canada,8.9,8.4,Other,18-24,Couple,9.4,9.3,9.2,8.8,9.2,8.8
East_Asia,9.1,9.5,8.5,9.6,8.8,Brazil,9.2,8.6,Male,25-34,Family,9.1,9.0,9.2,9.6,9.0,8.9
Western_Europe,8.9,8.9,9.7,8.6,9.3,France,8.8,8.1,Male,45-54,Couple,8.8,9.4,8.7,9.6,9.3,8.1
Western_Europe,9.0,8.8,9.2,8.8,9.6,United Kingdom,9.3,7.7,Other,35-44,Business,9.2,9.1,8.9,9.7,9.0,8.8
North_America,9.0,9.7,8.9,9.0,9.1,United Kingdom,8.7,8.6,Female,25-34,Family,9.1,8.8,8.9,9.5,8.6,8.0
Africa,8.9,8.3,8.6,9.0,10.0,Australia,9.2,7.3,Female,35-44,Business,9.0,9.2,8.8,9.5,9.2,8.4
Western_Europe,8.8,9.2,9.6,7.8,8.9,Argentina,8.5,8.3,Female,25-34,Couple,9.0,9.2,8.8,9.4,9.0,7.9
Oceania,9.2,9.7,9.4,9.3,9.2,United States,8.5,8.8,Female,45-54,Family,8.9,9.0,8.5,9.8,8.9,8.4
Western_Europe,9.0,9.4,8.9,8.4,9.6,Turkey,8.6,8.9,Male,35-44,Couple,9.2,9.1,8.9,9.8,9.0,8.7
Southeast_Asia,8.9,9.1,9.5,8.7,8.9,Thailand,8.5,8.2,Female,25-34,Couple,9.0,9.2,9.1,9.4,9.1,8.6
Oceania,8.9,8.9,8.9,8.8,9.5,France,9.4,7.7,Female,55+,Business,9.3,9.2,9.1,9.0,9.1,8.8
Southeast_Asia,9.1,9.7,8.6,9.7,9.0,Japan,9.4,8.1,Other,25-34,Family,9.2,9.1,9.4,9.7,9.1,8.3
Middle_East,9.2,9.1,9.4,9.7,9.0,Turkey,9.0,8.7,Male,35-44,Family,9.1,9.0,8.8,9.3,8.9,8.5
Middle_East,8.8,9.1,8.5,9.3,8.5,Germany,9.0,8.5,Female,35-44,Family,9.1,9.0,8.8,9.3,8.9,8.5
South_America,9.0,9.0,9.1,9.1,9.1,France,8.8,8.9,Other,45-54,Family,8.9,8.8,8.7,9.0,8.8,8.7
Oceania,8.9,8.6,8.6,8.5,9.4,India,9.4,8.7,Other,45-54,Solo,8.9,9.0,8.5,9.8,8.9,8.4
North_America_Mexico,8.8,8.2,8.4,8.7,9.0,France,9.2,9.3,Male,35-44,Solo,8.7,8.9,8.5,9.0,8.7,8.5
South_America,8.9,9.3,8.5,8.5,9.2,Japan,9.0,9.2,Male,35-44,Family,9.0,8.7,8.6,9.5,8.8,8.6
Western_Europe,9.1,9.9,9.4,8.8,8.7,India,9.1,8.6,Male,25-34,Family,9.4,9.1,9.0,9.6,9.2,8.9
Middle_East,9.3,9.3,9.6,9.5,9.0,Brazil,9.2,8.9,Female,35-44,Family,9.3,9.5,9.6,8.9,9.4,8.5
East_Asia,8.9,9.1,9.1,9.2,9.2,United States,9.0,7.3,Male,18-24,Business,9.6,9.0,9.3,8.5,9.5,8.2
Middle_East,8.9,8.4,9.1,9.9,8.9,China,9.0,7.4,Male,25-34,Business,9.3,9.5,9.6,8.9,9.4,8.5
Africa,8.4,7.8,8.3,8.3,9.3,France,8.3,7.9,Other,35-44,Business,8.8,8.7,8.6,9.1,8.7,8.4
Oceania,9.0,9.4,8.8,9.1,8.9,Germany,9.3,8.5,Other,55+,Family,8.9,9.0,8.5,9.8,8.9,8.4
Oceania,9.1,9.4,9.4,9.7,8.3,United Kingdom,8.7,8.7,Female,35-44,Family,9.3,9.2,9.1,9.0,9.1,8.8
Middle_East,9.1,10.0,9.9,8.9,8.6,Japan,8.5,8.5,Female,25-34,Couple,9.3,9.5,9.6,8.9,9.4,8.5
Western_Europe,8.8,9.5,9.3,8.5,9.0,Russia,8.3,8.1,Female,55+,Couple,9.2,9.1,8.9,9.7,9.0,8.8
Africa,8.8,9.1,8.6,8.4,9.1,United Kingdom,8.7,8.6,Female,55+,Couple,8.7,8.6,8.5,8.9,8.6,8.4
East_Asia,8.9,9.1,9.3,8.9,9.0,Italy,8.2,9.0,Female,18-24,Couple,9.1,9.0,9.2,9.6,9.0,8.9
East_Asia,9.0,9.4,9.8,8.0,9.3,United Kingdom,9.4,7.9,Female,35-44,Couple,9.3,9.4,9.1,8.9,9.3,8.5
Western_Europe,8.9,9.6,8.8,8.8,9.3,Germany,8.5,8.2,Male,25-34,Family,9.0,9.2,8.8,9.4,9.0,7.9
Oceania,9.0,9.1,9.7,7.9,9.7,Egypt,8.7,8.7,Male,25-34,Couple,8.9,9.0,8.5,9.8,8.9,8.4
East_Asia,9.1,10.0,9.4,9.0,8.6,Japan,8.8,8.5,Male,45-54,Couple,9.6,9.0,9.3,8.5,9.5,8.2
South_America,8.9,8.6,8.9,8.8,8.7,Japan,8.7,9.5,Female,35-44,Solo,8.9,8.8,8.7,9.0,8.8,8.7
Western_Europe,8.9,9.3,9.0,8.4,9.4,United States,9.2,7.9,Male,35-44,Couple,9.0,9.2,8.8,9.4,9.0,7.9
North_America,8.7,9.0,9.0,8.8,8.7,Brazil,8.7,8.2,Female,45-54,Family,9.1,8.8,8.9,9.5,8.6,8.0
Oceania,9.0,8.8,8.9,8.2,9.9,Italy,9.3,8.6,Male,25-34,Solo,8.9,9.0,8.5,9.8,8.9,8.4
Western_Europe,8.9,9.0,9.5,8.5,9.3,Russia,8.6,8.5,Male,35-44,Couple,9.2,9.1,8.9,9.8,9.0,8.7
Western_Europe,9.1,8.7,8.8,8.9,9.4,Germany,9.3,9.6,Female,25-34,Solo,9.4,9.1,9.0,9.6,9.2,8.9
Western_Europe,8.9,8.3,8.7,9.0,9.7,United States,9.6,7.3,Female,18-24,Business,8.8,9.4,8.7,9.6,9.3,8.1
South_America,9.0,9.4,9.5,8.1,9.2,China,8.6,8.7,Male,35-44,Couple,9.0,8.7,8.6,9.5,8.8,8.6
Western_Europe,9.2,9.5,9.9,8.7,9.2,China,8.8,8.9,Female,25-34,Couple,9.3,9.2,9.0,9.1,9.1,8.7
Oceania,8.9,9.1,8.9,7.8,9.7,United States,9.0,8.3,Female,25-34,Couple,8.9,9.0,8.5,9.8,8.9,8.4
North_America,9.1,9.2,9.0,8.4,9.8,China,9.5,8.8,Other,18-24,Solo,9.1,8.8,8.9,9.5,8.6,8.0
Africa,8.8,9.5,9.0,7.6,9.0,Germany,8.7,8.3,Female,35-44,Couple,8.7,8.6,8.5,8.9,8.6,8.4
North_America_Mexico,8.8,8.8,9.2,9.3,8.3,Brazil,8.4,8.6,Other,25-34,Family,8.7,8.9,8.5,9.0,8.7,8.5
Oceania,9.1,9.6,9.5,9.1,8.8,Germany,9.2,8.6,Female,25-34,Family,9.3,9.2,9.1,9.0,9.1,8.8
Middle_East,9.2,9.1,9.3,8.9,8.9,Argentina,10.0,8.7,Male,18-24,Solo,9.3,9.5,9.6,8.9,9.4,8.5
Eastern_Europe,9.0,9.1,9.2,8.9,8.9,Japan,9.4,8.7,Female,35-44,Solo,9.1,9.3,9.0,9.0,9.1,8.6
Middle_East,9.0,9.0,9.4,8.4,9.3,Netherlands,9.1,8.7,Female,35-44,Couple,9.1,9.0,8.8,9.3,8.9,8.5
Africa,8.6,7.8,8.9,8.3,9.1,United Kingdom,9.3,7.6,Female,25-34,Business,8.8,8.7,8.6,9.1,8.7,8.4
East_Asia,9.1,9.1,9.0,8.4,9.8,Argentina,9.0,9.1,Male,35-44,Solo,9.1,9.0,9.2,9.6,9.0,8.9
East_Asia,9.1,9.3,8.8,9.7,8.8,Thailand,9.5,8.5,Male,18-24,Family,9.3,9.4,9.1,8.9,9.3,8.5
Eastern_Europe,8.9,8.7,9.2,8.7,9.0,Nigeria,9.1,8.9,Female,35-44,Solo,9.1,9.3,9.0,9.0,9.1,8.6
North_America,9.1,9.5,8.9,9.2,8.5,Japan,9.3,9.3,Other,25-34,Solo,9.4,9.3,9.2,8.8,9.2,8.8
East_Asia,9.1,9.8,8.6,9.1,9.5,China,8.5,9.2,Male,25-34,Family,9.1,9.0,9.2,9.6,9.0,8.9
North_America,9.2,9.6,9.9,8.8,9.1,Germany,8.8,8.7,Male,25-34,Couple,9.4,9.3,9.2,8.8,9.2,8.8
Africa,8.9,9.5,9.0,8.3,9.3,United Kingdom,8.2,8.7,Female,18-24,Couple,8.7,8.6,8.5,8.9,8.6,8.4
South_America,9.1,9.5,9.2,8.5,9.2,Italy,8.8,8.9,Male,35-44,Couple,9.0,8.7,8.6,9.5,8.8,8.6
Africa,9.0,8.9,9.2,8.7,8.9,Brazil,9.2,8.9,Male,18-24,Solo,9.0,9.2,8.8,9.5,9.2,8.4
Oceania,8.9,10.0,9.0,8.5,9.0,India,8.4,8.3,Male,25-34,Couple,9.3,9.2,9.1,9.0,9.1,8.8
Middle_East,9.2,10.0,9.8,8.8,8.7,Canada,9.3,8.5,Female,25-34,Couple,9.3,9.5,9.6,8.9,9.4,8.5
Oceania,9.0,9.9,9.2,8.5,8.8,Japan,9.0,8.3,Male,18-24,Couple,9.3,9.2,9.1,9.0,9.1,8.8
North_America,8.8,8.7,8.7,8.7,9.6,Turkey,8.9,7.4,Other,25-34,Business,9.1,8.8,8.9,9.5,8.6,8.0
Africa,8.8,8.3,8.7,8.5,8.8,Germany,9.2,8.9,Female,55+,Solo,8.8,8.7,8.6,9.1,8.7,8.4
Western_Europe,8.9,9.2,9.3,9.6,8.5,France,8.7,8.0,Male,35-44,Family,9.0,9.2,8.8,9.4,9.0,7.9
Southeast_Asia,9.1,9.2,8.6,9.2,9.7,Italy,9.3,8.5,Male,35-44,Solo,9.2,9.1,9.4,9.7,9.1,8.3
East_Asia,8.9,10.0,9.2,8.2,8.8,Japan,8.8,7.9,Female,45-54,Couple,9.6,9.0,9.3,8.5,9.5,8.2
South_Asia,8.9,9.0,8.7,9.5,8.9,Russia,8.8,8.3,Other,25-34,Family,8.9,8.8,8.7,9.2,8.8,8.6
North_America_Mexico,9.1,9.3,8.9,9.4,8.5,United States,9.1,9.1,Male,35-44,Family,8.7,8.9,8.5,9.0,8.7,8.5
Oceania,9.1,8.8,9.2,9.1,9.5,South Korea,9.2,8.4,Female,18-24,Business,9.3,9.2,9.1,9.0,9.1,8.8
East_Asia,9.2,10.0,8.9,9.8,7.9,United Kingdom,9.4,8.6,Male,55+,Family,9.6,9.0,9.3,8.5,9.5,8.2
Eastern_Europe,9.0,9.5,9.5,8.1,9.4,United States,8.4,8.7,Female,25-34,Couple,9.1,9.3,9.0,9.0,9.1,8.6
Africa,8.6,8.8,9.1,8.3,8.5,South Africa,8.5,8.5,Male,25-34,Couple,8.7,8.6,8.5,8.9,8.6,8.4
East_Asia,8.8,9.4,9.5,8.7,8.6,France,8.5,7.9,Male,18-24,Couple,9.3,9.4,9.1,8.9,9.3,8.5
South_America,9.0,9.6,8.3,9.4,9.2,United States,8.7,9.0,Male,25-34,Family,9.0,8.7,8.6,9.5,8.8,8.6
North_America,9.1,9.9,9.1,8.8,9.1,Singapore,8.7,8.6,Female,45-54,Couple,9.4,9.3,9.2,8.8,9.2,8.8
Africa,8.8,9.0,9.1,8.2,9.0,United Kingdom,8.9,8.2,Male,35-44,Couple,8.7,8.6,8.5,8.9,8.6,8.4
Southeast_Asia,9.1,9.2,9.3,8.9,10.0,Italy,9.1,7.8,Male,35-44,Couple,9.2,9.1,9.4,9.7,9.1,8.3
Western_Europe,9.3,9.2,9.2,9.7,9.0,Australia,9.5,9.3,Male,18-24,Family,9.3,9.2,9.0,9.1,9.1,8.7
Africa,8.8,9.2,9.1,8.4,8.9,Japan,8.4,8.3,Male,35-44,Couple,9.0,9.2,8.8,9.5,9.2,8.4
North_America,8.8,9.0,9.3,8.1,9.8,Italy,8.3,8.1,Male,25-34,Couple,9.1,8.8,8.9,9.5,8.6,8.0
Africa,8.9,9.1,9.2,8.1,9.2,United States,8.6,8.7,Female,55+,Couple,8.7,8.6,8.5,8.9,8.6,8.4
Western_Europe,9.0,8.4,8.6,8.5,9.7,United Kingdom,9.6,9.0,Male,35-44,Solo,9.0,9.2,8.8,9.4,9.0,7.9
