review_id,user_id,hotel_id,review_date,score_overall,score_cleanliness,score_comfort,score_facilities,score_location,score_staff,score_value_for_money,user_gender,country_x,age_group,traveller_type,city,country_y,cleanliness_base,comfort_base,facilities_base,location_base,staff_base,value_for_money_base
31745,244,20,2024-03-25,9.0,9.0,8.8,9.2,9.2,8.7,8.9,Male,Thailand,18-24,Family,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
31746,741,17,2022-06-12,9.0,9.1,9.6,8.7,9.3,8.9,8.2,Male,United States,45-54,Couple,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
31747,1142,22,2024-05-29,9.2,9.4,9.1,9.6,8.8,9.6,8.5,Male,Germany,35-44,Family,Amsterdam,Netherlands,9.4,9.1,9.0,9.6,9.2,8.9
31748,571,11,2025-07-30,8.9,8.0,8.5,9.6,10.0,8.6,7.7,Female,Nigeria,35-44,Business,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
31749,636,21,2022-06-15,8.9,8.3,8.5,8.8,9.8,9.4,7.9,Other,Italy,55+,Business,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
31750,548,24,2020-02-03,8.7,9.0,8.7,8.9,8.7,8.7,8.2,Female,China,25-34,Family,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
31751,1617,2,2023-12-05,8.9,8.9,9.6,9.1,8.7,9.0,8.0,Male,Canada,25-34,Family,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
31752,155,21,2023-06-15,8.7,9.2,9.4,8.1,9.1,8.2,7.9,Male,United States,35-44,Couple,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
31753,1575,15,2022-07-26,8.9,9.1,8.8,8.5,8.9,9.1,9.2,Female,New Zealand,25-34,Solo,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
31754,823,16,2020-03-30,9.0,9.8,9.5,8.9,9.1,8.5,8.1,Male,India,35-44,Couple,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
31755,959,6,2024-04-16,8.9,8.9,8.6,8.9,9.6,9.4,7.2,Male,Australia,25-34,Business,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
31756,1903,1,2020-02-06,9.0,9.8,9.4,8.6,9.5,8.4,8.2,Female,United States,45-54,Couple,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
31757,1407,4,2024-06-11,8.7,9.3,9.2,8.6,8.4,8.8,7.7,Other,Germany,55+,Couple,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
31758,1696,19,2022-06-09,9.0,9.8,9.3,8.1,9.1,8.7,8.4,Female,United Kingdom,25-34,Couple,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
31759,1401,5,2025-05-12,9.1,8.8,9.0,9.2,8.8,9.2,9.3,Male,United Kingdom,25-34,Solo,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
31760,76,3,2024-08-12,9.1,9.5,9.6,8.8,8.8,8.8,8.8,Female,Australia,25-34,Family,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
31761,622,18,2022-09-03,8.5,8.5,8.3,8.9,9.4,8.3,7.2,Female,Australia,18-24,Business,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
31762,1078,25,2024-06-20,9.1,9.3,9.0,8.8,9.5,9.3,8.3,Male,United Arab Emirates,35-44,Couple,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
31763,906,15,2022-06-24,9.0,8.7,9.1,9.0,9.7,9.3,7.5,Other,Brazil,35-44,Business,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
31764,1310,17,2024-01-13,8.8,8.8,8.8,8.5,9.2,9.0,8.6,Female,Italy,25-34,Solo,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
31765,970,16,2021-08-14,9.0,9.1,8.7,9.2,8.9,9.7,8.0,Male,Canada,35-44,Business,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
31766,1187,12,2020-06-05,8.5,7.7,8.5,8.9,8.9,8.8,7.5,Male,Mexico,18-24,Business,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
31767,1827,9,2025-03-02,8.9,9.2,9.1,8.5,9.2,8.7,8.7,Female,Singapore,18-24,Couple,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
31768,1830,19,2020-05-08,9.2,9.5,9.2,9.4,9.5,9.0,8.6,Male,Germany,35-44,Family,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
31769,1482,1,2020-12-17,8.6,8.4,8.6,9.0,9.5,8.4,6.9,Male,United Kingdom,45-54,Business,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
31770,1484,17,2023-04-04,9.2,9.2,9.1,9.8,8.4,9.3,9.1,Male,Australia,45-54,Family,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
31771,73,2,2025-04-16,9.0,9.2,8.9,8.8,8.8,9.7,8.3,Female,United Kingdom,18-24,Solo,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
31772,570,13,2023-05-21,8.9,9.1,8.9,9.3,8.6,9.2,8.4,Male,Spain,25-34,Family,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
31773,80,4,2021-04-02,8.8,9.7,9.1,8.2,8.6,9.1,7.9,Male,Australia,25-34,Couple,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
31774,536,13,2024-09-10,8.6,8.4,8.1,8.8,9.0,9.4,7.5,Female,Spain,35-44,Business,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
31775,384,13,2025-11-05,9.0,9.6,9.4,7.9,9.5,8.9,8.4,Female,Germany,55+,Couple,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
31776,1983,8,2022-01-26,8.6,8.0,8.8,8.5,9.2,8.7,7.9,Other,Mexico,35-44,Business,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
31777,1691,8,2020-05-21,8.7,8.9,8.3,8.9,8.6,9.2,8.3,Other,Germany,55+,Family,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
31778,279,13,2024-04-12,8.9,9.3,9.6,8.0,9.3,8.9,8.0,Male,Australia,35-44,Couple,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
31779,1323,21,2023-07-30,9.0,9.2,9.0,8.8,8.9,9.3,8.8,Female,Italy,35-44,Solo,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
31780,1820,16,2020-02-19,9.0,8.5,9.4,8.6,8.5,9.8,9.3,Female,France,45-54,Solo,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
31781,866,19,2023-11-04,9.2,9.6,9.2,8.9,9.5,9.0,9.3,Other,Thailand,18-24,Family,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
31782,1370,12,2021-05-03,8.8,9.5,9.0,8.8,8.4,8.5,8.3,Male,Australia,35-44,Family,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
31783,1776,4,2022-08-28,8.7,9.2,8.3,9.0,8.7,9.3,7.4,Other,Netherlands,55+,Business,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
31784,1536,4,2020-04-04,9.1,9.3,9.1,9.0,8.9,10.0,8.5,Male,United Kingdom,25-34,Solo,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
31785,1365,21,2023-08-18,8.9,9.1,9.2,8.3,9.2,9.1,8.5,Female,South Korea,35-44,Solo,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
31786,197,3,2024-03-18,8.9,9.1,9.4,7.8,9.6,9.3,7.9,Male,Singapore,35-44,Couple,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
31787,1699,11,2022-06-04,9.1,9.1,9.1,9.1,9.1,9.1,9.2,Female,Turkey,35-44,Solo,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
31788,1818,6,2022-05-13,9.2,9.1,9.1,9.7,9.5,9.2,8.4,Female,United Kingdom,55+,Family,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
31789,373,8,2020-10-12,8.8,8.3,8.0,8.6,9.3,9.4,9.2,Female,China,35-44,Solo,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
31790,1426,17,2022-09-26,9.0,8.5,8.4,9.0,9.1,9.6,9.1,Female,Netherlands,18-24,Solo,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
31791,599,18,2023-08-21,8.6,8.4,9.0,8.6,9.2,8.6,7.3,Female,United Arab Emirates,25-34,Business,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
31792,514,22,2020-12-04,9.1,9.5,9.8,8.7,9.3,8.7,8.5,Other,Egypt,35-44,Couple,Amsterdam,Netherlands,9.4,9.1,9.0,9.6,9.2,8.9
31793,300,21,2020-02-29,8.9,8.6,8.9,8.1,9.6,8.8,9.1,Female,Australia,45-54,Solo,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
31794,161,21,2020-12-08,9.1,9.6,9.2,9.3,8.8,9.1,8.3,Female,United States,25-34,Family,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
31795,1090,20,2023-09-25,9.0,8.6,9.3,8.9,9.9,8.9,8.1,Other,Spain,35-44,Business,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
31796,1129,9,2022-08-05,8.9,9.3,8.8,9.0,8.6,9.0,8.8,Female,Spain,18-24,Family,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
31797,145,8,2021-03-13,9.1,9.6,8.5,9.3,8.9,9.3,9.2,Female,Germany,35-44,Family,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
31798,1141,20,2022-06-22,9.1,9.4,9.5,8.6,9.5,9.2,8.0,Male,Canada,35-44,Couple,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
31799,1706,19,2020-05-30,8.9,8.6,8.9,8.3,9.5,9.4,8.8,Male,Italy,35-44,Solo,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
31800,1655,11,2020-05-04,8.9,8.5,8.5,8.5,9.0,9.1,9.4,Female,India,25-34,Solo,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
31801,2,3,2023-05-16,9.0,8.9,9.5,8.9,9.0,9.1,8.6,Male,United Kingdom,25-34,Solo,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
31802,1966,7,2023-05-28,8.9,8.9,9.3,8.5,9.6,8.6,8.8,Male,United States,45-54,Family,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
31803,1551,6,2024-10-27,9.1,9.1,9.0,8.9,9.9,9.0,8.7,Female,United Kingdom,35-44,Solo,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
31804,66,8,2023-08-05,8.9,9.7,9.4,7.8,9.0,8.7,8.0,Other,United States,25-34,Couple,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
31805,469,12,2020-06-08,8.8,8.8,9.3,8.5,8.7,8.9,8.5,Female,China,45-54,Couple,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
31806,1516,21,2021-06-11,8.8,9.1,9.2,9.3,8.5,8.4,8.2,Other,China,18-24,Family,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
31807,1189,5,2020-06-03,9.2,9.1,9.4,9.5,8.9,9.7,8.5,Male,India,35-44,Solo,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
31808,1549,7,2020-07-10,9.2,9.7,9.2,8.9,9.3,9.4,8.6,Female,Canada,45-54,Family,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
31809,1357,10,2023-05-08,9.2,9.8,9.9,9.0,8.9,8.6,8.9,Male,Germany,35-44,Couple,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
31810,432,6,2022-06-06,9.0,9.2,9.4,8.9,9.4,8.9,8.1,Female,United Kingdom,35-44,Couple,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
31811,591,5,2023-09-30,9.0,9.6,9.6,8.9,9.0,8.6,8.3,Female,United Kingdom,25-34,Couple,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
31812,81,11,2025-08-25,9.1,9.8,9.4,8.6,9.4,8.2,8.6,Other,Australia,35-44,Couple,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
31813,1024,9,2021-12-29,8.9,8.1,9.0,9.5,9.6,9.0,7.4,Female,China,25-34,Business,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
31814,924,10,2021-05-05,9.3,10.0,9.8,8.4,9.2,9.2,8.9,Female,South Africa,25-34,Couple,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
31815,290,2,2021-01-05,8.9,9.3,9.0,8.1,9.7,8.9,7.8,Male,Japan,25-34,Couple,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
31816,119,16,2023-11-19,9.2,9.2,9.1,9.2,9.0,9.6,9.2,Female,United Arab Emirates,35-44,Solo,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
31817,1034,3,2020-06-07,9.1,8.9,9.3,8.9,9.2,9.5,9.0,Other,China,45-54,Solo,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
31818,1183,9,2020-04-02,9.0,9.4,9.4,8.9,8.8,9.2,8.4,Male,South Africa,25-34,Couple,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
31819,1709,5,2025-07-18,9.0,8.2,8.7,9.8,9.2,9.7,7.6,Female,United Kingdom,35-44,Business,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
31820,792,8,2021-05-12,9.1,9.5,8.8,9.2,9.1,8.9,8.8,Male,United Kingdom,45-54,Family,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
31821,1409,8,2022-04-07,8.9,9.3,8.8,8.2,9.2,8.8,8.8,Male,Mexico,25-34,Couple,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
31822,1237,12,2022-06-10,8.7,8.6,8.9,8.5,8.5,8.4,9.1,Female,China,35-44,Family,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
31823,883,13,2023-07-26,8.8,8.9,9.2,8.7,8.7,9.0,8.4,Female,Canada,35-44,Couple,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
31824,1985,12,2023-03-29,8.7,9.3,9.1,8.4,8.6,8.5,8.1,Male,Spain,35-44,Couple,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
31825,1332,14,2022-02-14,9.2,8.9,8.9,9.1,9.6,9.6,8.9,Female,Canada,35-44,Solo,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
31826,1985,16,2021-07-04,8.9,9.4,9.8,8.1,8.5,8.5,8.7,Male,Spain,35-44,Couple,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
31827,164,18,2020-08-02,9.0,9.5,9.2,8.2,8.9,9.0,8.8,Male,South Korea,55+,Couple,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
31828,1528,6,2023-05-07,9.1,9.8,9.2,8.7,9.6,9.2,8.0,Female,United States,25-34,Couple,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
31829,558,20,2025-04-10,8.8,9.5,8.7,9.0,8.5,8.9,8.3,Female,United Arab Emirates,35-44,Family,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
31830,1156,18,2021-11-25,8.9,8.8,8.6,8.5,9.4,8.6,9.2,Female,Germany,25-34,Solo,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
31831,1308,24,2023-04-07,8.7,8.2,8.4,8.4,8.5,9.4,9.3,Male,United Kingdom,25-34,Solo,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
31832,915,7,2021-07-14,9.1,9.7,8.8,8.7,9.6,8.5,9.1,Female,United Arab Emirates,25-34,Family,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
31833,1470,13,2025-06-02,8.8,9.2,9.1,8.1,9.1,8.7,8.0,Female,South Korea,45-54,Couple,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
31834,519,9,2024-12-09,9.0,8.9,9.1,9.5,9.8,8.6,7.7,Male,Turkey,25-34,Business,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
31835,912,19,2024-11-28,8.8,8.1,8.6,8.7,9.6,9.3,8.2,Female,Argentina,45-54,Business,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
31836,61,3,2020-06-18,9.1,8.5,8.7,8.8,9.2,9.9,9.1,Female,Japan,55+,Solo,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
31837,1687,17,2025-09-10,8.9,9.2,9.2,8.6,8.8,9.0,8.2,Male,United States,25-34,Couple,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
31838,1342,7,2023-03-20,8.9,8.8,9.4,8.0,9.8,8.2,8.7,Male,New Zealand,25-34,Couple,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
31839,1429,18,2020-12-02,8.7,9.5,8.3,8.5,8.7,8.4,8.6,Male,Japan,18-24,Family,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
31840,1520,25,2022-06-09,9.1,9.8,9.4,8.6,9.4,8.3,8.7,Female,United Arab Emirates,25-34,Couple,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
31841,1808,1,2020-01-29,8.8,8.7,8.8,8.6,9.4,8.8,8.3,Female,Brazil,18-24,Solo,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
31842,766,18,2021-07-09,8.8,9.4,9.6,7.7,9.5,8.4,7.8,Other,United States,25-34,Couple,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
31843,154,14,2020-06-16,9.3,9.9,8.6,9.6,9.4,9.0,9.1,Female,United Kingdom,35-44,Family,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
31844,1756,4,2024-05-09,9.0,9.4,8.2,9.3,9.0,9.7,8.5,Other,United States,25-34,Solo,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
31845,114,8,2024-06-21,9.0,9.0,9.1,9.1,9.5,8.7,8.4,Female,China,25-34,Family,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
31846,1270,17,2020-09-17,9.1,9.0,9.3,9.0,9.3,8.9,9.0,Female,United Kingdom,45-54,Solo,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
31847,779,21,2024-07-19,8.9,8.9,8.6,9.6,8.7,9.1,8.3,Other,New Zealand,25-34,Family,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
31848,188,5,2022-06-12,9.2,9.1,8.7,8.9,8.9,10.0,9.2,Female,Thailand,25-34,Solo,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
31849,1922,10,2025-11-20,9.3,10.0,9.6,9.4,8.3,9.4,9.0,Male,Spain,25-34,Family,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
31850,467,1,2020-06-26,8.8,8.6,8.8,8.7,9.3,9.1,7.5,Male,United Kingdom,35-44,Business,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
31851,1573,8,2022-08-22,9.0,9.2,8.8,9.0,9.1,8.9,9.2,Female,France,45-54,Family,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
31852,1996,9,2020-12-14,9.0,9.8,9.0,8.3,9.4,8.4,8.6,Male,Netherlands,45-54,Couple,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
31853,976,23,2020-09-23,8.8,8.6,8.1,8.1,9.5,9.3,8.7,Female,United Kingdom,35-44,Solo,Buenos Aires,Argentina,8.9,8.8,8.7,9.0,8.8,8.7
31854,1780,17,2024-12-19,8.8,8.9,8.5,8.5,9.1,9.5,7.8,Other,United Arab Emirates,25-34,Business,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
31855,838,10,2020-12-25,9.1,9.4,9.3,8.9,8.9,9.2,8.7,Female,Nigeria,35-44,Solo,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
31856,870,13,2023-06-15,8.8,8.9,9.0,8.1,9.6,8.6,8.4,Male,France,18-24,Couple,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
31857,1307,18,2025-07-14,8.7,9.6,8.8,7.9,9.2,8.0,8.4,Female,China,25-34,Couple,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
31858,439,24,2021-03-16,8.9,8.2,8.7,8.7,9.4,9.1,9.3,Male,Russia,25-34,Solo,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
31859,1222,8,2022-06-26,9.0,9.0,9.1,8.7,9.2,9.1,8.9,Male,India,25-34,Family,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
31860,701,6,2023-11-23,9.2,9.9,9.3,9.3,8.9,8.9,9.0,Male,United States,35-44,Family,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
31861,208,19,2025-09-23,9.0,9.0,9.5,9.1,9.1,8.5,8.6,Male,United Kingdom,25-34,Family,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
31862,1842,12,2022-09-09,8.9,8.7,9.0,8.7,9.4,8.6,8.8,Female,Canada,25-34,Solo,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
31863,1365,10,2021-10-28,9.2,9.2,9.4,8.8,8.6,9.9,9.3,Female,South Korea,35-44,Solo,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
31864,931,9,2020-07-27,9.1,8.6,9.2,9.1,9.0,9.7,8.7,Male,Netherlands,25-34,Solo,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
31865,1883,19,2021-11-04,9.2,9.5,9.8,8.5,9.7,8.8,8.2,Male,Russia,35-44,Couple,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
31866,145,19,2021-07-29,9.2,9.1,9.3,9.6,8.7,9.1,9.3,Female,Germany,35-44,Family,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
31867,1078,22,2024-01-30,9.0,9.2,9.3,8.6,9.2,9.0,8.3,Male,United Arab Emirates,35-44,Couple,Amsterdam,Netherlands,9.4,9.1,9.0,9.6,9.2,8.9
31868,776,15,2024-06-19,8.9,9.5,9.5,8.0,9.2,8.4,8.5,Male,Argentina,25-34,Couple,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
31869,730,3,2022-06-12,9.1,9.4,9.7,8.3,9.5,9.0,8.2,Female,United States,25-34,Couple,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
31870,841,13,2024-01-27,8.6,8.4,8.2,8.5,9.6,8.9,7.8,Other,Canada,25-34,Business,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
31871,1965,17,2020-11-10,8.9,9.1,8.9,8.2,8.8,9.8,8.6,Female,Singapore,45-54,Solo,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
31872,1412,3,2022-03-25,9.0,9.7,8.9,9.0,8.9,9.3,7.9,Male,United Kingdom,35-44,Family,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
31873,200,12,2023-04-29,8.6,7.9,8.7,8.3,9.4,8.8,7.9,Female,United States,25-34,Business,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
31874,21,18,2025-05-15,8.6,9.5,8.7,8.2,8.7,8.4,8.1,Male,Australia,25-34,Couple,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
31875,1718,12,2022-12-06,8.9,9.2,8.8,8.6,9.1,9.2,8.6,Male,Japan,25-34,Family,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
31876,372,9,2024-03-04,9.1,8.7,8.8,8.9,9.5,9.2,9.2,Female,Japan,25-34,Solo,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
31877,815,2,2023-04-07,9.1,9.5,8.9,9.5,8.9,9.4,8.0,Male,China,45-54,Family,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
31878,1235,10,2020-10-13,9.0,9.3,9.6,8.7,9.0,8.9,8.4,Female,Japan,35-44,Couple,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
31879,854,7,2020-03-19,9.0,9.5,9.5,7.6,9.9,8.5,8.7,Female,South Africa,45-54,Couple,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
31880,492,12,2024-03-08,8.8,9.0,8.9,8.5,8.7,8.9,8.6,Male,Germany,18-24,Family,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
31881,134,15,2021-04-15,8.9,9.0,9.9,8.0,9.0,8.6,8.2,Female,China,35-44,Couple,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
31882,532,12,2025-04-20,8.8,8.5,8.9,8.6,8.8,9.2,8.7,Female,China,25-34,Solo,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
31883,620,8,2021-03-31,8.8,9.2,8.6,8.5,9.5,9.0,8.3,Other,United Kingdom,55+,Family,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
31884,682,6,2021-11-04,8.9,8.6,9.1,9.1,9.3,8.9,8.0,Female,United States,45-54,Business,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
31885,1278,15,2023-09-13,8.9,8.9,9.4,8.6,9.1,8.8,8.2,Male,Turkey,25-34,Couple,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
31886,1180,18,2025-05-12,9.0,8.7,9.0,8.8,9.2,9.0,9.1,Male,France,35-44,Family,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
31887,1876,7,2020-06-28,8.9,9.3,9.6,7.9,9.3,8.3,8.7,Other,United States,35-44,Couple,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
31888,988,4,2024-03-25,8.9,9.1,8.5,9.3,9.3,9.3,7.4,Other,Brazil,35-44,Business,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
31889,858,25,2024-02-20,8.9,9.1,8.5,8.9,8.7,8.9,9.2,Female,Spain,25-34,Solo,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
31890,1436,13,2025-08-12,8.8,8.8,9.1,8.8,9.1,8.4,8.5,Male,Brazil,55+,Family,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
31891,263,6,2025-05-11,9.2,9.0,9.3,9.4,9.8,9.4,7.9,Male,France,55+,Business,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
31892,1319,13,2022-09-18,8.5,8.1,8.1,8.4,9.4,8.7,8.0,Male,New Zealand,25-34,Business,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
31893,203,24,2024-01-01,8.5,8.8,8.8,7.6,9.0,8.2,8.1,Other,Turkey,45-54,Couple,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
31894,1081,15,2022-06-13,8.9,8.8,8.9,8.3,9.5,9.1,8.6,Female,Germany,45-54,Solo,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
31895,1836,8,2021-06-29,8.9,9.1,9.1,8.7,9.0,9.1,8.2,Other,Russia,25-34,Family,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
