country_group,score_overall,score_cleanliness,score_comfort,score_facilities,score_location,score_staff,score_value_for_money,user_gender,cleanliness_base,comfort_base,facilities_base,location_base,staff_base,value_for_money_base,age_group_25-34,age_group_35-44,age_group_45-54,age_group_55+,traveller_type_Couple,traveller_type_Family,traveller_type_Solo,user_country_Australia,user_country_Brazil,user_country_Canada,user_country_China,user_country_Egypt,user_country_France,user_country_Germany,user_country_India,user_country_Italy,user_country_Japan,user_country_Mexico,user_country_Netherlands,user_country_New Zealand,user_country_Nigeria,user_country_Russia,user_country_Singapore,user_country_South Africa,user_country_South Korea,user_country_Spain,user_country_Thailand,user_country_Turkey,user_country_United Arab Emirates,user_country_United Kingdom,user_country_United States
Oceania,9.2,9.6,9.1,9.7,9.0,9.2,8.6,0.0,9.3,9.2,9.1,9.0,9.1,8.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Western_Europe,9.0,9.0,8.6,8.0,9.5,10.0,8.6,0.0,8.8,9.4,8.7,9.6,9.3,8.1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Africa,8.9,9.0,9.2,8.7,9.8,8.7,7.9,1.0,9.0,9.2,8.8,9.5,9.2,8.4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
East_Asia,9.0,9.5,9.2,9.2,8.7,8.9,8.1,0.0,9.6,9.0,9.3,8.5,9.5,8.2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Middle_East,8.9,8.7,9.3,9.3,8.8,9.4,7.4,1.0,9.3,9.5,9.6,8.9,9.4,8.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
East_Asia,9.1,9.7,9.2,8.7,9.4,8.9,8.6,1.0,9.1,9.0,9.2,9.6,9.0,8.9,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
North_America_Mexico,8.7,8.3,9.1,9.1,9.4,8.4,7.5,1.0,8.7,8.9,8.5,9.0,8.7,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Middle_East,9.3,9.8,9.6,9.6,8.8,9.2,8.7,1.0,9.3,9.5,9.6,8.9,9.4,8.5,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
East_Asia,8.9,9.3,9.1,8.2,9.2,8.5,8.8,1.0,9.3,9.4,9.1,8.9,9.3,8.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
East_Asia,9.3,9.6,8.8,9.5,9.5,9.0,9.1,,9.1,9.0,9.2,9.6,9.0,8.9,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Africa,8.5,8.1,8.7,8.2,9.3,8.8,7.2,1.0,8.8,8.7,8.6,9.1,8.7,8.4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Africa,9.0,8.9,8.5,9.5,9.2,8.9,8.8,1.0,8.8,8.7,8.6,9.1,8.7,8.4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Middle_East,9.0,8.8,9.4,8.7,8.6,9.2,9.0,0.0,9.3,9.5,9.6,8.9,9.4,8.5,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,9.0,9.1,9.9,8.4,9.0,9.0,8.4,0.0,9.2,9.1,8.9,9.7,9.0,8.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,8.9,8.3,9.1,9.3,10.0,8.6,7.7,0.0,9.2,9.1,8.9,9.8,9.0,8.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Western_Europe,9.0,9.4,9.7,8.6,9.2,8.8,8.1,0.0,9.2,9.1,8.9,9.8,9.0,8.7,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,8.8,8.7,8.9,8.7,8.9,9.6,8.2,1.0,9.0,9.2,8.8,9.4,9.0,7.9,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Africa,9.1,9.6,9.2,8.7,9.5,8.6,8.7,0.0,9.0,9.2,8.8,9.5,9.2,8.4,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,9.0,9.0,9.8,7.9,9.4,9.2,8.4,0.0,9.2,9.1,8.9,9.8,9.0,8.7,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
East_Asia,8.8,8.5,9.1,8.9,9.1,9.0,7.7,0.0,9.6,9.0,9.3,8.5,9.5,8.2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Africa,8.8,9.0,9.4,8.0,9.3,8.6,8.0,1.0,8.7,8.6,8.5,8.9,8.6,8.4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
South_Asia,8.5,7.9,8.7,8.8,9.0,8.6,7.4,,8.9,8.8,8.7,9.2,8.8,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Western_Europe,9.0,8.9,9.8,8.4,9.1,8.9,8.5,0.0,9.2,9.1,8.9,9.8,9.0,8.7,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,8.8,8.7,8.9,8.6,9.4,9.0,7.6,1.0,8.8,9.4,8.7,9.6,9.3,8.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
East_Asia,9.2,9.9,9.7,8.4,8.8,9.4,8.6,1.0,9.6,9.0,9.3,8.5,9.5,8.2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Middle_East,8.9,8.6,8.4,9.1,9.7,8.8,8.2,0.0,9.1,9.0,8.8,9.3,8.9,8.5,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,8.9,8.5,9.0,8.7,10.0,8.5,8.4,0.0,9.2,9.1,8.9,9.7,9.0,8.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,8.9,9.0,8.6,8.7,9.3,9.0,8.9,1.0,9.0,9.2,8.8,9.4,9.0,7.9,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Western_Europe,9.4,9.8,9.5,9.1,9.2,9.4,9.2,0.0,9.2,9.1,8.9,9.7,9.0,8.8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Middle_East,9.3,9.6,9.7,9.7,8.7,9.4,8.8,1.0,9.3,9.5,9.6,8.9,9.4,8.5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Africa,8.9,8.8,9.2,9.4,8.9,8.4,8.7,1.0,8.8,8.7,8.6,9.1,8.7,8.4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Southeast_Asia,9.4,9.7,9.6,9.4,9.3,9.3,9.0,1.0,9.0,9.2,9.1,9.4,9.1,8.6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Western_Europe,8.9,9.2,8.8,8.9,8.7,8.7,9.0,,9.4,9.1,9.0,9.6,9.2,8.9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Southeast_Asia,9.0,9.0,9.2,9.1,9.5,9.1,8.0,1.0,9.2,9.1,9.4,9.7,9.1,8.3,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Southeast_Asia,9.1,9.8,9.8,8.2,9.5,8.7,8.3,0.0,9.0,9.2,9.1,9.4,9.1,8.6,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Africa,8.7,9.6,9.0,7.9,9.4,8.2,7.9,1.0,8.8,8.7,8.6,9.1,8.7,8.4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
East_Asia,8.9,8.5,8.5,9.1,10.0,8.6,8.1,0.0,9.1,9.0,9.2,9.6,9.0,8.9,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Southeast_Asia,9.0,9.1,8.9,8.5,9.2,9.7,8.6,0.0,9.2,9.1,9.4,9.7,9.1,8.3,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
East_Asia,8.7,8.3,8.5,8.7,9.4,9.3,7.6,1.0,9.1,9.0,9.2,9.6,9.0,8.9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
South_Asia,8.7,8.8,8.9,7.9,9.5,8.1,8.5,,8.9,8.8,8.7,9.2,8.8,8.6,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Southeast_Asia,9.0,9.2,9.8,8.0,9.7,8.3,8.3,,9.0,9.2,9.1,9.4,9.1,8.6,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Middle_East,9.1,9.6,9.4,8.5,9.2,9.1,8.2,0.0,9.3,9.5,9.6,8.9,9.4,8.5,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
North_America,8.8,9.4,9.2,8.5,9.3,8.2,7.6,0.0,9.1,8.8,8.9,9.5,8.6,8.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Western_Europe,8.9,8.3,8.7,8.8,9.4,9.3,8.6,0.0,8.8,9.4,8.7,9.6,9.3,8.1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Middle_East,9.0,9.6,9.6,7.9,9.5,8.4,8.3,1.0,9.1,9.0,8.8,9.3,8.9,8.5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
East_Asia,9.1,9.4,8.6,8.9,8.9,9.9,9.0,1.0,9.6,9.0,9.3,8.5,9.5,8.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
East_Asia,8.9,8.4,8.9,9.6,9.2,8.8,7.8,1.0,9.3,9.4,9.1,8.9,9.3,8.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Western_Europe,8.9,8.6,8.9,8.8,9.0,9.7,8.4,0.0,9.0,9.2,8.8,9.4,9.0,7.9,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oceania,9.0,8.9,8.4,9.3,9.8,9.3,7.9,0.0,9.3,9.2,9.1,9.0,9.1,8.8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
South_America,8.6,7.9,8.6,9.0,9.4,8.7,7.4,1.0,9.0,8.7,8.6,9.5,8.8,8.6,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Eastern_Europe,9.0,9.8,9.3,8.1,8.9,9.0,8.5,1.0,9.1,9.3,9.0,9.0,9.1,8.6,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
South_America,8.8,8.8,8.8,8.6,9.3,8.9,8.2,0.0,9.0,8.7,8.6,9.5,8.8,8.6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
South_Asia,8.8,8.4,8.7,8.9,8.8,9.0,8.9,1.0,8.9,8.8,8.7,9.2,8.8,8.6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
East_Asia,8.9,8.7,9.2,9.2,9.4,9.1,7.5,1.0,9.3,9.4,9.1,8.9,9.3,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Eastern_Europe,8.8,8.3,8.4,9.4,9.2,9.3,7.8,1.0,9.1,9.3,9.0,9.0,9.1,8.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Eastern_Europe,8.9,8.8,8.5,9.3,9.3,8.9,8.0,,9.1,9.3,9.0,9.0,9.1,8.6,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Middle_East,9.1,8.8,9.4,9.6,9.4,9.6,7.3,0.0,9.3,9.5,9.6,8.9,9.4,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
South_Asia,8.7,8.7,8.5,8.2,9.0,8.7,9.0,0.0,8.9,8.8,8.7,9.2,8.8,8.6,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Western_Europe,9.3,9.7,9.5,9.5,9.5,9.1,8.5,0.0,9.4,9.1,9.0,9.6,9.2,8.9,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,8.9,8.8,9.1,8.8,9.1,8.9,8.6,0.0,9.2,9.1,8.9,9.8,9.0,8.7,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Middle_East,9.1,9.8,9.1,9.4,8.2,9.3,8.4,0.0,9.3,9.5,9.6,8.9,9.4,8.5,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Africa,8.7,9.5,9.4,7.9,8.6,8.4,7.9,1.0,8.8,8.7,8.6,9.1,8.7,8.4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
South_America,9.0,9.6,8.7,8.8,9.2,9.2,8.6,0.0,9.0,8.7,8.6,9.5,8.8,8.6,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oceania,8.8,7.9,8.9,8.4,9.7,9.2,8.0,1.0,8.9,9.0,8.5,9.8,8.9,8.4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
South_Asia,8.7,8.8,8.7,8.5,9.2,9.1,7.8,0.0,8.9,8.8,8.7,9.2,8.8,8.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
East_Asia,9.3,9.8,9.6,9.4,8.5,9.4,8.9,1.0,9.3,9.4,9.1,8.9,9.3,8.5,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,9.0,9.1,9.7,8.3,9.0,8.8,8.5,1.0,9.3,9.2,9.0,9.1,9.1,8.7,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
South_America,9.0,9.3,9.6,8.6,9.0,8.5,8.7,1.0,8.9,8.8,8.7,9.0,8.8,8.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
East_Asia,9.3,9.9,10.0,8.6,9.2,9.1,8.8,0.0,9.3,9.4,9.1,8.9,9.3,8.5,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,9.3,9.8,9.0,9.4,9.0,9.4,9.3,1.0,9.4,9.1,9.0,9.6,9.2,8.9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Western_Europe,9.1,8.7,9.5,8.8,9.3,9.7,8.4,1.0,8.8,9.4,8.7,9.6,9.3,8.1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Middle_East,8.7,8.5,8.5,8.7,9.2,9.0,8.1,0.0,9.1,9.0,8.8,9.3,8.9,8.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,8.9,8.3,8.7,8.8,9.8,9.1,8.2,0.0,9.3,9.2,9.0,9.1,9.1,8.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Africa,8.8,8.8,8.6,8.9,9.3,8.6,8.9,0.0,8.8,8.7,8.6,9.1,8.7,8.4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Eastern_Europe,8.9,9.4,9.2,8.4,8.5,9.0,8.8,1.0,9.1,9.3,9.0,9.0,9.1,8.6,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
South_America,8.8,8.4,8.7,8.6,9.4,9.1,8.6,1.0,9.0,8.7,8.6,9.5,8.8,8.6,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
South_Asia,8.9,9.0,9.6,8.3,9.3,8.4,8.6,0.0,8.9,8.8,8.7,9.2,8.8,8.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Western_Europe,9.3,9.2,9.3,9.7,8.6,9.4,9.2,0.0,9.3,9.2,9.0,9.1,9.1,8.7,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Middle_East,8.9,9.5,9.7,8.3,8.7,8.3,8.8,0.0,9.1,9.0,8.8,9.3,8.9,8.5,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Eastern_Europe,8.8,9.8,9.3,8.2,8.8,8.4,7.9,1.0,9.1,9.3,9.0,9.0,9.1,8.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Middle_East,9.2,9.5,9.8,9.7,8.5,9.2,8.6,1.0,9.3,9.5,9.6,8.9,9.4,8.5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,9.1,8.8,8.9,9.2,9.2,9.7,8.6,0.0,9.3,9.2,9.0,9.1,9.1,8.7,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
East_Asia,8.8,8.1,8.8,9.3,9.3,9.0,7.6,0.0,9.1,9.0,9.2,9.6,9.0,8.9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,8.8,8.3,8.8,8.8,9.4,9.4,7.5,0.0,9.2,9.1,8.9,9.8,9.0,8.7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,8.9,9.5,8.7,9.3,9.2,8.7,8.0,1.0,9.0,9.2,8.8,9.4,9.0,7.9,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
East_Asia,9.0,9.5,9.0,8.3,9.1,9.1,8.8,,9.1,9.0,9.2,9.6,9.0,8.9,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,8.7,8.4,9.4,8.4,9.5,8.7,7.0,1.0,8.8,9.4,8.7,9.6,9.3,8.1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
East_Asia,8.7,9.3,9.6,8.2,8.2,8.7,8.1,0.0,9.6,9.0,9.3,8.5,9.5,8.2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Southeast_Asia,9.1,9.6,9.2,8.9,9.3,8.7,8.6,1.0,9.0,9.2,9.1,9.4,9.1,8.6,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Eastern_Europe,8.8,8.6,8.4,8.9,9.5,8.6,8.2,0.0,9.1,9.3,9.0,9.0,9.1,8.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Western_Europe,9.1,9.1,9.3,9.3,9.5,8.5,8.8,0.0,9.2,9.1,8.9,9.7,9.0,8.8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,9.4,9.9,9.4,9.1,9.5,9.2,9.0,1.0,9.4,9.1,9.0,9.6,9.2,8.9,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Middle_East,9.0,9.3,9.4,8.5,9.0,8.7,8.8,0.0,9.1,9.0,8.8,9.3,8.9,8.5,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Southeast_Asia,9.0,9.0,8.4,9.7,10.0,9.0,7.2,1.0,9.2,9.1,9.4,9.7,9.1,8.3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Eastern_Europe,9.3,9.7,9.7,9.2,8.6,9.5,8.9,0.0,9.1,9.3,9.0,9.0,9.1,8.6,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Southeast_Asia,9.3,8.4,9.1,9.0,9.6,9.7,9.5,1.0,9.0,9.2,9.1,9.4,9.1,8.6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Africa,8.6,9.2,8.3,8.9,8.2,8.4,8.7,1.0,8.7,8.6,8.5,8.9,8.6,8.4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Southeast_Asia,9.0,9.0,8.4,9.4,9.7,8.9,7.8,1.0,9.2,9.1,9.4,9.7,9.1,8.3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,8.9,8.1,9.2,8.5,9.5,9.3,8.7,1.0,8.8,9.4,8.7,9.6,9.3,8.1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western_Europe,9.0,8.9,8.9,8.1,9.6,9.2,9.2,0.0,9.2,9.1,8.9,9.8,9.0,8.7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
South_Asia,9.1,9.2,9.1,9.4,8.8,9.1,9.1,0.0,8.9,8.8,8.7,9.2,8.8,8.6,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Africa,8.4,8.8,8.7,8.0,8.8,7.9,8.1,1.0,8.7,8.6,8.5,8.9,8.6,8.4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Eastern_Europe,9.1,9.8,9.1,9.5,8.6,9.2,8.3,1.0,9.1,9.3,9.0,9.0,9.1,8.6,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Middle_East,9.1,9.9,9.2,8.4,9.1,9.1,8.7,1.0,9.3,9.5,9.6,8.9,9.4,8.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Southeast_Asia,9.0,9.3,9.1,8.4,9.1,9.1,8.6,0.0,9.0,9.2,9.1,9.4,9.1,8.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
South_Asia,8.8,8.9,9.4,7.7,9.5,9.0,8.1,,8.9,8.8,8.7,9.2,8.8,8.6,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Middle_East,9.3,9.8,9.4,8.7,9.2,9.4,8.8,0.0,9.3,9.5,9.6,8.9,9.4,8.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
South_America,8.8,9.1,9.3,8.0,8.9,8.7,8.3,0.0,8.9,8.8,8.7,9.0,8.8,8.7,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oceania,8.7,8.3,8.4,9.1,9.1,8.9,7.7,1.0,9.3,9.2,9.1,9.0,9.1,8.8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
